SchoolId,LSCMemberType,MemberName,MemberVotes,Short_Name,Long_Name,Primary_Category,Network
609772,COMMUNITY,Raul  Rodriguez,0,ADDAMS,Jane Addams Elementary School,ES,ISP
609772,NONTCHSTAFF,Lorena  Vitela,0,ADDAMS,Jane Addams Elementary School,ES,ISP
609772,PARENT,Leticia  Castellanos,0,ADDAMS,Jane Addams Elementary School,ES,ISP
609772,PARENT,Maria E Rodriguez,0,ADDAMS,Jane Addams Elementary School,ES,ISP
609772,TEACHER,America O Landeros,0,ADDAMS,Jane Addams Elementary School,ES,ISP
609772,TEACHER,Tiffany M Procissi,0,ADDAMS,Jane Addams Elementary School,ES,ISP
610513,PARENT,Maria C Urbina,0,AIR FORCE HS,Air Force Academy High School,HS,Network 16
609774,PARENT,MICHELLE L CANCILLA,0,ALCOTT ES,Louisa May Alcott College Preparatory ES,ES,Network 4
609774,PARENT,Nathan  Galer,0,ALCOTT ES,Louisa May Alcott College Preparatory ES,ES,Network 4
609774,PARENT,Thomas G Kotarac,0,ALCOTT ES,Louisa May Alcott College Preparatory ES,ES,Network 4
609774,PARENT,Tim A Hudson,0,ALCOTT ES,Louisa May Alcott College Preparatory ES,ES,Network 4
609774,TEACHER,Erin E Grohman,0,ALCOTT ES,Louisa May Alcott College Preparatory ES,ES,Network 4
609848,NONTCHSTAFF,Angela S Magee,0,ALDRIDGE,Ira F Aldridge Elementary School,ES,Network 13
609848,PARENT,Carla  Gross,0,ALDRIDGE,Ira F Aldridge Elementary School,ES,Network 13
609848,PARENT,Eddie C Bronson,0,ALDRIDGE,Ira F Aldridge Elementary School,ES,Network 13
609848,PARENT,Falicia  Vaughn,0,ALDRIDGE,Ira F Aldridge Elementary School,ES,Network 13
609848,PARENT,Pamela P Hardy,0,ALDRIDGE,Ira F Aldridge Elementary School,ES,Network 13
609848,TEACHER,Olivia  Taylor,0,ALDRIDGE,Ira F Aldridge Elementary School,ES,Network 13
609695,COMMUNITY,Anna  Rubin,0,AMUNDSEN HS,Roald Amundsen High School,HS,ISP
609695,COMMUNITY,Kathryn G Bushnell,0,AMUNDSEN HS,Roald Amundsen High School,HS,ISP
609695,NONTCHSTAFF,David A Chinchilla,0,AMUNDSEN HS,Roald Amundsen High School,HS,ISP
609695,PARENT,Beneen I Prendiville,0,AMUNDSEN HS,Roald Amundsen High School,HS,ISP
609695,PARENT,Craig P Amick,0,AMUNDSEN HS,Roald Amundsen High School,HS,ISP
609695,PARENT,Elizabeth K Burgess,0,AMUNDSEN HS,Roald Amundsen High School,HS,ISP
609695,PARENT,Elizabeth R Recinto,0,AMUNDSEN HS,Roald Amundsen High School,HS,ISP
609695,PARENT,Sarah S Makela,0,AMUNDSEN HS,Roald Amundsen High School,HS,ISP
609695,PARENT,Sharon M Gaietto,0,AMUNDSEN HS,Roald Amundsen High School,HS,ISP
609695,PARENT,Stephen E Reynolds,0,AMUNDSEN HS,Roald Amundsen High School,HS,ISP
609695,TEACHER,Christian E Pedersen,0,AMUNDSEN HS,Roald Amundsen High School,HS,ISP
609695,TEACHER,Nicole A Cordero,0,AMUNDSEN HS,Roald Amundsen High School,HS,ISP
609951,ADVOCATE,Auyana S Orr,0,ARIEL,Ariel Elementary Community Academy,ES,Network 9
609777,COMMUNITY,Judy  Chung,0,ARMOUR,Phillip D Armour Elementary School,ES,ISP
609777,COMMUNITY,Mason  Blenkhorn,0,ARMOUR,Phillip D Armour Elementary School,ES,ISP
609777,NONTCHSTAFF,Margaret M Fiedler,0,ARMOUR,Phillip D Armour Elementary School,ES,ISP
609777,PARENT,Elizabeth  Hinckley,0,ARMOUR,Phillip D Armour Elementary School,ES,ISP
609777,PARENT,Graciela  Arias,0,ARMOUR,Phillip D Armour Elementary School,ES,ISP
609777,PARENT,Raina  Hanson,0,ARMOUR,Phillip D Armour Elementary School,ES,ISP
609777,PARENT,Regina  Bailey,0,ARMOUR,Phillip D Armour Elementary School,ES,ISP
609777,PARENT,Winne  Vasquez,0,ARMOUR,Phillip D Armour Elementary School,ES,ISP
609777,TEACHER,Arielle  Shanker,0,ARMOUR,Phillip D Armour Elementary School,ES,ISP
609777,TEACHER,Cathleen A Meza,0,ARMOUR,Phillip D Armour Elementary School,ES,ISP
609779,COMMUNITY,Ranj  Mohip,0,ARMSTRONG G,George Armstrong International Studies ES,ES,ISP
609779,COMMUNITY,Stuart  Alpern,0,ARMSTRONG G,George Armstrong International Studies ES,ES,ISP
609779,NONTCHSTAFF,Tamika A Ford,0,ARMSTRONG G,George Armstrong International Studies ES,ES,ISP
609779,PARENT,Peter  Haley Toepfer,0,ARMSTRONG G,George Armstrong International Studies ES,ES,ISP
609779,TEACHER,Gary L Weaver,0,ARMSTRONG G,George Armstrong International Studies ES,ES,ISP
609779,TEACHER,Xavier F Martinez,0,ARMSTRONG G,George Armstrong International Studies ES,ES,ISP
610287,NONTCHSTAFF,Doris J Tutein,0,ASHBURN,Ashburn Community Elementary School,ES,Network 10
610287,PARENT,Carmen M Holiday,0,ASHBURN,Ashburn Community Elementary School,ES,Network 10
610287,TEACHER,Lisa  Hackett,0,ASHBURN,Ashburn Community Elementary School,ES,Network 10
610287,TEACHER,Martin R Kelly,0,ASHBURN,Ashburn Community Elementary School,ES,Network 10
610268,COMMUNITY,Henry  Hartsfield,0,ASHE,Arthur R Ashe Elementary School,ES,Network 12
610268,NONTCHSTAFF,Diane  Martin,0,ASHE,Arthur R Ashe Elementary School,ES,Network 12
610268,NONTCHSTAFF,Marsha  Redmon,0,ASHE,Arthur R Ashe Elementary School,ES,Network 12
610268,PARENT,Latasha I Whitehead,0,ASHE,Arthur R Ashe Elementary School,ES,Network 12
610268,TEACHER,Marquita A Jones,0,ASHE,Arthur R Ashe Elementary School,ES,Network 12
609782,COMMUNITY,Janet  Williams,0,AUDUBON,John J Audubon Elementary School,ES,Network 4
609782,PARENT,Adam M Giblin,0,AUDUBON,John J Audubon Elementary School,ES,Network 4
609782,PARENT,Christine H Dumich,0,AUDUBON,John J Audubon Elementary School,ES,Network 4
609782,PARENT,Jennifer A Zechlin,0,AUDUBON,John J Audubon Elementary School,ES,Network 4
609782,PARENT,Karen L Fine,0,AUDUBON,John J Audubon Elementary School,ES,Network 4
609782,PARENT,Katherine  Sanford,0,AUDUBON,John J Audubon Elementary School,ES,Network 4
609782,PARENT,Laura  Grosshans,0,AUDUBON,John J Audubon Elementary School,ES,Network 4
609782,PARENT,Laura  Phelan,0,AUDUBON,John J Audubon Elementary School,ES,Network 4
609782,PARENT,Lauren  Hawes,0,AUDUBON,John J Audubon Elementary School,ES,Network 4
609782,TEACHER,Emily  Schmidt,0,AUDUBON,John J Audubon Elementary School,ES,Network 4
610325,COMMUNITY,Michael  Saelens,0,AVONDALE-LOGANDALE,Avondale-Logandale Elementary School,ES,Network 4
610325,NONTCHSTAFF,Brian  Mendoza,0,AVONDALE-LOGANDALE,Avondale-Logandale Elementary School,ES,Network 4
610325,TEACHER,Evelyn  Colon,0,AVONDALE-LOGANDALE,Avondale-Logandale Elementary School,ES,Network 4
610325,TEACHER,Ivan  Segarra,0,AVONDALE-LOGANDALE,Avondale-Logandale Elementary School,ES,Network 4
610563,COMMUNITY,Arturo  Ballesteros,0,BACK OF THE YARDS HS,Back of the Yards IB HS,HS,ISP
610563,COMMUNITY,Consuelo  Martinez de Ferrer,0,BACK OF THE YARDS HS,Back of the Yards IB HS,HS,ISP
610563,COMMUNITY,Fernandez E Maria,0,BACK OF THE YARDS HS,Back of the Yards IB HS,HS,ISP
610563,NONTCHSTAFF,Denise M Romo,0,BACK OF THE YARDS HS,Back of the Yards IB HS,HS,ISP
610563,PARENT,Adelina  Rodriguez,0,BACK OF THE YARDS HS,Back of the Yards IB HS,HS,ISP
610563,PARENT,Lorena  Lopez,0,BACK OF THE YARDS HS,Back of the Yards IB HS,HS,ISP
610563,PARENT,Luz M Flores,0,BACK OF THE YARDS HS,Back of the Yards IB HS,HS,ISP
610563,PARENT,Marisol  Medina,0,BACK OF THE YARDS HS,Back of the Yards IB HS,HS,ISP
610563,TEACHER,Maria M Vega,0,BACK OF THE YARDS HS,Back of the Yards IB HS,HS,ISP
609788,PARENT,Crystal  Hodges,0,BARNARD,Alice L Barnard Computer Math & Science Ctr ES,ES,Network 10
609789,COMMUNITY,Peter G Coologeorgen,0,BARRY,John Barry Elementary School,ES,Network 4
609789,NONTCHSTAFF,Donna J Hansen,0,BARRY,John Barry Elementary School,ES,Network 4
609789,PARENT,Benjamin  Morales,0,BARRY,John Barry Elementary School,ES,Network 4
609789,PARENT,Luis F Perez,0,BARRY,John Barry Elementary School,ES,Network 4
609789,TEACHER,Myra J Vasilarakos,0,BARRY,John Barry Elementary School,ES,Network 4
609789,TEACHER,Yesenia  Reyes,0,BARRY,John Barry Elementary School,ES,Network 4
609790,COMMUNITY,Lisa  Pinkney,0,BARTON,Clara Barton Elementary School,ES,Network 11
609790,COMMUNITY,Mable  Simmons,0,BARTON,Clara Barton Elementary School,ES,Network 11
609790,NONTCHSTAFF,Ransford A Offei,0,BARTON,Clara Barton Elementary School,ES,Network 11
609790,PARENT,Amani A Walton,0,BARTON,Clara Barton Elementary School,ES,Network 11
609790,PARENT,Elizabeth  Hardin,0,BARTON,Clara Barton Elementary School,ES,Network 11
609790,PARENT,Jessika D Cain,0,BARTON,Clara Barton Elementary School,ES,Network 11
609790,PARENT,Kenyonda R Prince,0,BARTON,Clara Barton Elementary School,ES,Network 11
609790,PARENT,Rhonda L Williams,0,BARTON,Clara Barton Elementary School,ES,Network 11
609790,PARENT,Shelia  Garrett,0,BARTON,Clara Barton Elementary School,ES,Network 11
609790,PARENT,Thomas R Russell,0,BARTON,Clara Barton Elementary School,ES,Network 11
609790,TEACHER,Anthony R Jackson,0,BARTON,Clara Barton Elementary School,ES,Network 11
609790,TEACHER,Kelicia L Hopkins,0,BARTON,Clara Barton Elementary School,ES,Network 11
609791,COMMUNITY,Johnnie M Walls,0,BASS,Perkins Bass Elementary School,ES,Network 11
609791,COMMUNITY,Latonya  Brown,0,BASS,Perkins Bass Elementary School,ES,Network 11
609791,COMMUNITY,Mykela T Collins,0,BASS,Perkins Bass Elementary School,ES,Network 11
609792,COMMUNITY,Vanessa  Pena,0,BATEMAN,Newton Bateman Elementary School,ES,Network 1
609792,PARENT,Alejandra  Herrera,0,BATEMAN,Newton Bateman Elementary School,ES,Network 1
610083,COMMUNITY,Tracey  Peters,0,BEARD,Daniel C Beard Elementary School,ES,Network 1
610083,NONTCHSTAFF,Julie A McKenna,0,BEARD,Daniel C Beard Elementary School,ES,Network 1
610083,PARENT,Elvira  Eldarova,0,BEARD,Daniel C Beard Elementary School,ES,Network 1
610083,PARENT,John  Craelius,0,BEARD,Daniel C Beard Elementary School,ES,Network 1
610083,PARENT,Melissa  Pacheco,0,BEARD,Daniel C Beard Elementary School,ES,Network 1
610083,PARENT,Stacey  Craelius,0,BEARD,Daniel C Beard Elementary School,ES,Network 1
610083,TEACHER,Andrea D Patrinos,0,BEARD,Daniel C Beard Elementary School,ES,Network 1
610083,TEACHER,Michele R Van Pelt,0,BEARD,Daniel C Beard Elementary School,ES,Network 1
610246,COMMUNITY,Karen D Shyne,0,BEASLEY,Edward Beasley Elementary Magnet Academic Center,ES,Network 9
610246,NONTCHSTAFF,Derrick  Stokes,0,BEASLEY,Edward Beasley Elementary Magnet Academic Center,ES,Network 9
610246,PARENT,Dianna R Smith,0,BEASLEY,Edward Beasley Elementary Magnet Academic Center,ES,Network 9
609796,COMMUNITY,Eva  Skowronski,0,BEAUBIEN,Jean Baptiste Beaubien Elementary School,ES,Network 1
609796,COMMUNITY,Ian L Erdos,0,BEAUBIEN,Jean Baptiste Beaubien Elementary School,ES,Network 1
609796,NONTCHSTAFF,Evelyn  Santana,0,BEAUBIEN,Jean Baptiste Beaubien Elementary School,ES,Network 1
609796,PARENT,Andrea A Uzin,0,BEAUBIEN,Jean Baptiste Beaubien Elementary School,ES,Network 1
609796,PARENT,Angela M Brito,0,BEAUBIEN,Jean Baptiste Beaubien Elementary School,ES,Network 1
609796,PARENT,Cara C Chae,0,BEAUBIEN,Jean Baptiste Beaubien Elementary School,ES,Network 1
609796,PARENT,Catherine M Escobar,0,BEAUBIEN,Jean Baptiste Beaubien Elementary School,ES,Network 1
609796,PARENT,Heather A Pientka,0,BEAUBIEN,Jean Baptiste Beaubien Elementary School,ES,Network 1
609796,PARENT,Jenny  Conlon,0,BEAUBIEN,Jean Baptiste Beaubien Elementary School,ES,Network 1
609796,PARENT,MaryAnne  Newman,0,BEAUBIEN,Jean Baptiste Beaubien Elementary School,ES,Network 1
609796,TEACHER,Deborah L Solka,0,BEAUBIEN,Jean Baptiste Beaubien Elementary School,ES,Network 1
609796,TEACHER,Kimberly T Sineni,0,BEAUBIEN,Jean Baptiste Beaubien Elementary School,ES,Network 1
609797,COMMUNITY,Patricia R Lyles,0,BEIDLER,Jacob Beidler Elementary School,ES,Network 5
609797,COMMUNITY,Tqunish  Hamilton,0,BEIDLER,Jacob Beidler Elementary School,ES,Network 5
609797,NONTCHSTAFF,Alicia G Mooney,0,BEIDLER,Jacob Beidler Elementary School,ES,Network 5
609797,PARENT,Adam  Crowder,0,BEIDLER,Jacob Beidler Elementary School,ES,Network 5
609797,PARENT,Angela  Powell,0,BEIDLER,Jacob Beidler Elementary School,ES,Network 5
609797,PARENT,Edward B Beecham,0,BEIDLER,Jacob Beidler Elementary School,ES,Network 5
609797,PARENT,Samantha A Taylor,0,BEIDLER,Jacob Beidler Elementary School,ES,Network 5
609797,TEACHER,Catherine W Kozisek,0,BEIDLER,Jacob Beidler Elementary School,ES,Network 5
609797,TEACHER,Karen A Peterson,0,BEIDLER,Jacob Beidler Elementary School,ES,Network 5
609797,TEACHER,Kwame A Johnson,0,BEIDLER,Jacob Beidler Elementary School,ES,Network 5
609922,COMMUNITY,Jose R Figueroa,0,BELMONT-CRAGIN,Belmont-Cragin Elementary School,ES,Network 3
609922,COMMUNITY,Jose R Quiles,0,BELMONT-CRAGIN,Belmont-Cragin Elementary School,ES,Network 3
609922,NONTCHSTAFF,David  Arana-Rossell,0,BELMONT-CRAGIN,Belmont-Cragin Elementary School,ES,Network 3
609922,PARENT,Esmeralda  Castillo,0,BELMONT-CRAGIN,Belmont-Cragin Elementary School,ES,Network 3
609922,PARENT,Ingrit M Luna,0,BELMONT-CRAGIN,Belmont-Cragin Elementary School,ES,Network 3
609922,PARENT,Maria  Ortiz,0,BELMONT-CRAGIN,Belmont-Cragin Elementary School,ES,Network 3
609922,PARENT,Norma  Lopez,0,BELMONT-CRAGIN,Belmont-Cragin Elementary School,ES,Network 3
609922,TEACHER,Mireya  Muhlberger,0,BELMONT-CRAGIN,Belmont-Cragin Elementary School,ES,Network 3
609922,TEACHER,Saskia T Benitez,0,BELMONT-CRAGIN,Belmont-Cragin Elementary School,ES,Network 3
609800,COMMUNITY,Kenya  Pearson,0,BENNETT,Frank I Bennett Elementary School,ES,Network 13
609800,PARENT,Doris J Chester,0,BENNETT,Frank I Bennett Elementary School,ES,Network 13
609800,PARENT,Sharay  Johnson,0,BENNETT,Frank I Bennett Elementary School,ES,Network 13
609800,TEACHER,Aubrey C Volious,0,BENNETT,Frank I Bennett Elementary School,ES,Network 13
609800,TEACHER,Diane C Villarreal,0,BENNETT,Frank I Bennett Elementary School,ES,Network 13
610350,COMMUNITY,Andre J Kelley,0,BLACK,Robert A Black Magnet Elementary School,ES,Network 12
610350,COMMUNITY,Edtra T Flowers,0,BLACK,Robert A Black Magnet Elementary School,ES,Network 12
610350,COMMUNITY,Reginald  Guy II,0,BLACK,Robert A Black Magnet Elementary School,ES,Network 12
610350,NONTCHSTAFF,Mary T Williams,0,BLACK,Robert A Black Magnet Elementary School,ES,Network 12
610350,PARENT,Ashley  Hayes,0,BLACK,Robert A Black Magnet Elementary School,ES,Network 12
610350,PARENT,Latisha Y Fleury,0,BLACK,Robert A Black Magnet Elementary School,ES,Network 12
610350,PARENT,Melanie D McLee,0,BLACK,Robert A Black Magnet Elementary School,ES,Network 12
610350,PARENT,Michelle  Carter,0,BLACK,Robert A Black Magnet Elementary School,ES,Network 12
610350,TEACHER,Ain D Muhammad,0,BLACK,Robert A Black Magnet Elementary School,ES,Network 12
610350,TEACHER,Rhonda D Parks- Jackson,0,BLACK,Robert A Black Magnet Elementary School,ES,Network 12
609803,NONTCHSTAFF,Ricky D McFadden,0,BLAINE,James G Blaine Elementary School,ES,Network 4
609803,PARENT,Bill  Gladden,0,BLAINE,James G Blaine Elementary School,ES,Network 4
609803,PARENT,Marcus  Ward,0,BLAINE,James G Blaine Elementary School,ES,Network 4
609803,PARENT,Matt  dayton,0,BLAINE,James G Blaine Elementary School,ES,Network 4
609803,PARENT,Sarah  Shields,0,BLAINE,James G Blaine Elementary School,ES,Network 4
609803,PARENT,Shari  keiser,0,BLAINE,James G Blaine Elementary School,ES,Network 4
609803,TEACHER,Davia S Parker,0,BLAINE,James G Blaine Elementary School,ES,Network 4
609803,TEACHER,Jennifer R Campagna,0,BLAINE,James G Blaine Elementary School,ES,Network 4
610238,PARENT,Aisha  King,0,BOND,Carrie Jacobs Bond Elementary School,ES,Network 11
610238,PARENT,Angelique M Whitehead,0,BOND,Carrie Jacobs Bond Elementary School,ES,Network 11
610238,PARENT,Charissa  Trawick,0,BOND,Carrie Jacobs Bond Elementary School,ES,Network 11
610238,PARENT,Monique  Trimble,0,BOND,Carrie Jacobs Bond Elementary School,ES,Network 11
610238,PARENT,Pondanien C Mociers,0,BOND,Carrie Jacobs Bond Elementary School,ES,Network 11
610238,TEACHER,Dawn O Kelly,0,BOND,Carrie Jacobs Bond Elementary School,ES,Network 11
610238,TEACHER,Tamara M Kampwirth,0,BOND,Carrie Jacobs Bond Elementary School,ES,Network 11
609804,COMMUNITY,Jerome  Yanoff,0,BOONE,Daniel Boone Elementary School,ES,Network 2
609804,NONTCHSTAFF,Savitha S Kowligy,0,BOONE,Daniel Boone Elementary School,ES,Network 2
609804,PARENT,Renee  Bell - Werge,0,BOONE,Daniel Boone Elementary School,ES,Network 2
609804,TEACHER,Mark  Donlin,0,BOONE,Daniel Boone Elementary School,ES,Network 2
609815,COMMUNITY,Frances  West,0,BOUCHET,Edward A Bouchet Math & Science Academy ES,ES,Network 12
609815,COMMUNITY,Ruby  Bates,0,BOUCHET,Edward A Bouchet Math & Science Academy ES,ES,Network 12
609815,NONTCHSTAFF,Delphine  Hill,0,BOUCHET,Edward A Bouchet Math & Science Academy ES,ES,Network 12
609815,PARENT,Iteisha E Hoover,0,BOUCHET,Edward A Bouchet Math & Science Academy ES,ES,Network 12
609815,PARENT,James L Usher,0,BOUCHET,Edward A Bouchet Math & Science Academy ES,ES,Network 12
609815,PARENT,Janie L Short,0,BOUCHET,Edward A Bouchet Math & Science Academy ES,ES,Network 12
609815,PARENT,Marcus J Lyke,0,BOUCHET,Edward A Bouchet Math & Science Academy ES,ES,Network 12
609815,PARENT,Nineka N Pryor,0,BOUCHET,Edward A Bouchet Math & Science Academy ES,ES,Network 12
609815,PARENT,Samantha J King,0,BOUCHET,Edward A Bouchet Math & Science Academy ES,ES,Network 12
609815,TEACHER,Franchesca S Little,0,BOUCHET,Edward A Bouchet Math & Science Academy ES,ES,Network 12
609815,TEACHER,Julia M Hill,0,BOUCHET,Edward A Bouchet Math & Science Academy ES,ES,Network 12
610323,COMMUNITY,David C Vance,0,BOWEN HS,Bowen High School,HS,Network 17
610323,NONTCHSTAFF,Brianna N Nkemeh,0,BOWEN HS,Bowen High School,HS,Network 17
610323,PARENT,Eva  Garth,0,BOWEN HS,Bowen High School,HS,Network 17
610323,PARENT,Jade D Fields,0,BOWEN HS,Bowen High School,HS,Network 17
610323,PARENT,Mattie J Bryant,0,BOWEN HS,Bowen High School,HS,Network 17
610323,TEACHER,Adam  Davenport,0,BOWEN HS,Bowen High School,HS,Network 17
610323,TEACHER,Adenike M Fafore,0,BOWEN HS,Bowen High School,HS,Network 17
610323,TEACHER,Kenneth C Wilson,0,BOWEN HS,Bowen High School,HS,Network 17
609806,PARENT,Delores  Stevens,0,BRADWELL,Myra Bradwell Communications Arts & Sciences ES,ES,Network 12
609806,PARENT,Lakisha F Franklin,0,BRADWELL,Myra Bradwell Communications Arts & Sciences ES,ES,Network 12
610242,COMMUNITY,Adam B Gunther,0,BRENNEMANN,Joseph Brennemann Elementary School,ES,Network 2
610242,COMMUNITY,Angela  Clay,0,BRENNEMANN,Joseph Brennemann Elementary School,ES,Network 2
610242,COMMUNITY,Jerrell L Allen,0,BRENNEMANN,Joseph Brennemann Elementary School,ES,Network 2
610242,COMMUNITY,Jessica L Woll,0,BRENNEMANN,Joseph Brennemann Elementary School,ES,Network 2
610242,NONTCHSTAFF,Joshua A Farayola,0,BRENNEMANN,Joseph Brennemann Elementary School,ES,Network 2
610242,PARENT,Eliseo O Lopez,0,BRENNEMANN,Joseph Brennemann Elementary School,ES,Network 2
610242,PARENT,Ieshia  Thomason,0,BRENNEMANN,Joseph Brennemann Elementary School,ES,Network 2
610242,PARENT,Jade R Moore,0,BRENNEMANN,Joseph Brennemann Elementary School,ES,Network 2
610242,PARENT,Jeaneen S Jones,0,BRENNEMANN,Joseph Brennemann Elementary School,ES,Network 2
610242,PARENT,Matilde P Juarez,0,BRENNEMANN,Joseph Brennemann Elementary School,ES,Network 2
610242,PARENT,Nicolas J Maraccini,0,BRENNEMANN,Joseph Brennemann Elementary School,ES,Network 2
610242,TEACHER,Ivelyne L Armand,0,BRENNEMANN,Joseph Brennemann Elementary School,ES,Network 2
610242,TEACHER,Jessica L Broniarczyk,0,BRENNEMANN,Joseph Brennemann Elementary School,ES,Network 2
609809,COMMUNITY,Aida  Conroy,0,BRENTANO,Lorenz Brentano Math & Science Academy ES,ES,Network 4
609809,COMMUNITY,Joshua  Levin,0,BRENTANO,Lorenz Brentano Math & Science Academy ES,ES,Network 4
609809,NONTCHSTAFF,Alexandra I Arango,0,BRENTANO,Lorenz Brentano Math & Science Academy ES,ES,Network 4
609809,PARENT,Aimee K Potter,0,BRENTANO,Lorenz Brentano Math & Science Academy ES,ES,Network 4
609809,PARENT,Andrew J Yankech,0,BRENTANO,Lorenz Brentano Math & Science Academy ES,ES,Network 4
609809,PARENT,Benjamin L Dieterich,0,BRENTANO,Lorenz Brentano Math & Science Academy ES,ES,Network 4
609809,PARENT,Maggy  Berthold,0,BRENTANO,Lorenz Brentano Math & Science Academy ES,ES,Network 4
609809,PARENT,Meredith C Mazzuca,0,BRENTANO,Lorenz Brentano Math & Science Academy ES,ES,Network 4
609809,PARENT,kathleen  DEERING,0,BRENTANO,Lorenz Brentano Math & Science Academy ES,ES,Network 4
609809,TEACHER,Margaret E Goethals,0,BRENTANO,Lorenz Brentano Math & Science Academy ES,ES,Network 4
609809,TEACHER,Nicole C Sandoval,0,BRENTANO,Lorenz Brentano Math & Science Academy ES,ES,Network 4
609810,COMMUNITY,Katherine E Blonski,0,BRIDGE,Norman A Bridge Elementary School,ES,Network 1
609810,NONTCHSTAFF,Lissett  Urso,0,BRIDGE,Norman A Bridge Elementary School,ES,Network 1
609810,PARENT,Christine  Rodriguez,0,BRIDGE,Norman A Bridge Elementary School,ES,Network 1
609810,PARENT,Joseph R Kussman,0,BRIDGE,Norman A Bridge Elementary School,ES,Network 1
609810,TEACHER,Sean M Clancy,0,BRIDGE,Norman A Bridge Elementary School,ES,Network 1
610317,NONTCHSTAFF,Rolando  Perez,0,BRIGHTON PARK,Brighton Park Elementary School,ES,Network 8
610317,PARENT,Beatris A Martinez,0,BRIGHTON PARK,Brighton Park Elementary School,ES,Network 8
610317,PARENT,Patricia K Morales,0,BRIGHTON PARK,Brighton Park Elementary School,ES,Network 8
610317,TEACHER,Rolando  Vazquez,0,BRIGHTON PARK,Brighton Park Elementary School,ES,Network 8
610317,TEACHER,Zachary  Rivera,0,BRIGHTON PARK,Brighton Park Elementary School,ES,Network 8
610590,COMMUNITY,Brittany T Mcghee,0,BRONZEVILLE CLASSICAL,Bronzeville Classical Elementary School,ES,Network 9
610590,COMMUNITY,Michelle I Browne,0,BRONZEVILLE CLASSICAL,Bronzeville Classical Elementary School,ES,Network 9
610590,COMMUNITY,Tamara H Pope,0,BRONZEVILLE CLASSICAL,Bronzeville Classical Elementary School,ES,Network 9
610590,NONTCHSTAFF,Eugene D Lewis,0,BRONZEVILLE CLASSICAL,Bronzeville Classical Elementary School,ES,Network 9
610590,PARENT,Akira J Barclay,0,BRONZEVILLE CLASSICAL,Bronzeville Classical Elementary School,ES,Network 9
610590,PARENT,Brown  Joyce,0,BRONZEVILLE CLASSICAL,Bronzeville Classical Elementary School,ES,Network 9
610590,PARENT,Charles  Barron Jr.,0,BRONZEVILLE CLASSICAL,Bronzeville Classical Elementary School,ES,Network 9
610590,PARENT,Daryl  Seaton,0,BRONZEVILLE CLASSICAL,Bronzeville Classical Elementary School,ES,Network 9
610590,PARENT,Fernando  Diaz,0,BRONZEVILLE CLASSICAL,Bronzeville Classical Elementary School,ES,Network 9
610590,PARENT,LaTonya  Brooks,0,BRONZEVILLE CLASSICAL,Bronzeville Classical Elementary School,ES,Network 9
610590,PARENT,Reynonda  Townsend,0,BRONZEVILLE CLASSICAL,Bronzeville Classical Elementary School,ES,Network 9
610590,PARENT,Richard  Flowers,0,BRONZEVILLE CLASSICAL,Bronzeville Classical Elementary School,ES,Network 9
610590,PARENT,Stephen S Mitchell,0,BRONZEVILLE CLASSICAL,Bronzeville Classical Elementary School,ES,Network 9
610590,TEACHER,Jennifer W Lewis,0,BRONZEVILLE CLASSICAL,Bronzeville Classical Elementary School,ES,Network 9
609726,COMMUNITY,Michael  Brown,0,BROOKS HS,Gwendolyn Brooks College Preparatory Academy HS,HS,ISP
609726,NONTCHSTAFF,Barbara A Ware,0,BROOKS HS,Gwendolyn Brooks College Preparatory Academy HS,HS,ISP
609726,PARENT,Jose O Garza,0,BROOKS HS,Gwendolyn Brooks College Preparatory Academy HS,HS,ISP
609726,PARENT,Kevin  Jones,0,BROOKS HS,Gwendolyn Brooks College Preparatory Academy HS,HS,ISP
609726,PARENT,Moneca  Gomez,0,BROOKS HS,Gwendolyn Brooks College Preparatory Academy HS,HS,ISP
609726,PARENT,Veyshun K Smith,0,BROOKS HS,Gwendolyn Brooks College Preparatory Academy HS,HS,ISP
609726,TEACHER,Catherine M Yackee,0,BROOKS HS,Gwendolyn Brooks College Preparatory Academy HS,HS,ISP
609726,TEACHER,John  Famera,0,BROOKS HS,Gwendolyn Brooks College Preparatory Academy HS,HS,ISP
609812,COMMUNITY,Janice M Roberts,0,BROWN W,William H Brown Elementary School,ES,Network 6
609812,COMMUNITY,Larry A Joiner,0,BROWN W,William H Brown Elementary School,ES,Network 6
609812,NONTCHSTAFF,Arthur L Stapleton,0,BROWN W,William H Brown Elementary School,ES,Network 6
609812,PARENT,Adlaide E Holloway,0,BROWN W,William H Brown Elementary School,ES,Network 6
609812,PARENT,Couana L Franklin,0,BROWN W,William H Brown Elementary School,ES,Network 6
609812,PARENT,Latash L Walker,0,BROWN W,William H Brown Elementary School,ES,Network 6
609812,PARENT,Serrano T Kroger,0,BROWN W,William H Brown Elementary School,ES,Network 6
609812,PARENT,Shekinah L Edmond,0,BROWN W,William H Brown Elementary School,ES,Network 6
609812,PARENT,Wanda D Jones,0,BROWN W,William H Brown Elementary School,ES,Network 6
609812,TEACHER,Diamond  Edwards,0,BROWN W,William H Brown Elementary School,ES,Network 6
609812,TEACHER,Kathleen M Fahy,0,BROWN W,William H Brown Elementary School,ES,Network 6
609813,COMMUNITY,Evonia  Tucker,0,BROWNELL,Charles S Brownell Elementary School,ES,Network 12
609813,NONTCHSTAFF,Maurice L Gause,0,BROWNELL,Charles S Brownell Elementary School,ES,Network 12
